outlet_id,file_name,app_flagged,suspicion_score,verdict,note
outlet_e181d85d,image_0003_1.jpg,0,0.2206,FN?,green shutter w/ white pillars vs jewellers
outlet_e1278646,image_0002_1.jpg,0,0.3429,FN?,bamboo shed scenes
outlet_e1278646,image_0003_1.jpg,0,0.2899,FN?,bamboo shed scenes
outlet_11da187e,image_0001_1.jpg,0,0.0667,FN?,tin-roof red-sign shop vs green-shutter shop
outlet_11da187e,image_0002_1.jpg,0,0.1016,FN?,tin-roof red-sign shop vs green-shutter shop
outlet_083cd34a,image_0009.jpg,1,0.6948,TP,blue shutter garage (recovered by gate fix)
outlet_612f8240,image_0001_1.jpg,0,0.2907,FN?,blue shutter
outlet_96903c66,image_0017.jpg,1,0.6006,TP,green/beige shutters vs gray shutter shop (recovered by gate fix)
outlet_96903c66,image_0018.jpg,1,0.8751,TP,green/beige shutters vs gray shutter shop (recovered by gate fix)
outlet_89fe040d,image_0009.jpg,0,0.0068,FN?,"Enterprise shop, not the pharma"
outlet_89fe040d,image_0011.jpg,0,0.0131,FN?,"Enterprise shop, not the pharma"
outlet_89fe040d,image_0016.jpg,0,0.0060,FN?,"Enterprise shop, not the pharma"
outlet_680cfd33,*,0,,FOLDER,"incoherent folder, nothing flagged: 4+ places; now review_folder=1"
outlet_2ed27fc4,*,0,,FOLDER,"incoherent folder, nothing flagged: 5+ places; now review_folder=1"
outlet_264cdac2,*,0,,FOLDER,"incoherent folder, nothing flagged: 3 shutter vs 2 kiosk; NOT caught by review floor"
outlet_ac589c16,*,0,,FOLDER,"incoherent folder, nothing flagged: ~5 places in 6 images; now review_folder=1"
outlet_aa2e6f06,*,0,,FOLDER,"incoherent folder, nothing flagged: 2-3 shops, different phone numbers; NOT caught by review floor"
outlet_d301c743,*,0,,FOLDER,"incoherent folder, nothing flagged: green kiosk vs blue shutter; NOT caught by review floor"
outlet_d8c2f00a,*,0,,FOLDER,"incoherent folder, nothing flagged: orange shutter/awning shop vs white-pillar shop; now review_folder=1"
outlet_003a29a9,image_0001.jpg,1,0.6258,FP,"same shop, shutter down under same sign (new flag after gate fix)"
outlet_108e6eab,image_0019.jpg,1,0.5841,FP,"same shop, shutter down (new flag after gate fix)"
outlet_108e6eab,image_0016.jpg,1,0.4291,FP,"same shop, shutter down (new flag after gate fix)"
outlet_264cdac2,image_0002.jpg,1,0.7172,U,folder holds two places (kiosk pair vs shutter trio); which is the outlet is undecidable (new flag after gate fix)
outlet_264cdac2,image_0001.jpg,1,0.6557,U,folder holds two places (new flag after gate fix)
outlet_2e2f0c83,image_0009.jpg,1,0.3894,FP,"same tin shop, shutter down (new flag after gate fix)"
outlet_63a4bb52,image_0002.jpg,1,0.5736,FP,"same shop, gate closed (new flag after gate fix)"
outlet_70f9bde3,image_0007.jpg,1,0.5559,FP,"same pharmacy, shutter down (new flag after gate fix)"
outlet_9f1d1b48,image_0003.jpg,1,0.5719,TP,"QR poster close-up, does not show the outlet (new flag after gate fix)"
outlet_aa9c72d7,image_0005.jpg,1,0.9053,TP,QR poster close-up (new flag after gate fix)
outlet_aa9c72d7,image_0006.jpg,1,0.8229,TP,QR poster close-up (new flag after gate fix)
outlet_ac589c16,image_0002.jpg,1,0.8088,U,incoherent folder (new flag after gate fix)
outlet_c2fefbb3,image_0001.jpg,1,0.8227,U,"blue shutter, different surround; cannot confirm (new flag after gate fix)"
outlet_c2fefbb3,image_0003.jpg,1,0.7215,TP,shutter under a different signboard (new flag after gate fix)
outlet_c2fefbb3,image_0008.jpg,1,0.4731,FP,"same shop sign strip, shutter down (new flag after gate fix)"
outlet_d371a9c7,image_0002.jpg,1,0.3506,FP,"same shop, shutter down (new flag after gate fix)"
