outlet_id,file_name,rank,suspicion_score,flagged,kind,consensus,z,reason
outlet_083cd34a,image_0002.jpg,1,0.2340,0,scored,0.314,-0.67,
outlet_083cd34a,image_0008.jpg,2,0.2271,0,scored,0.369,0.26,
outlet_083cd34a,image_0001.jpg,3,0.2224,0,scored,0.354,0.00,
outlet_083cd34a,image_0006.jpg,4,0.2212,0,scored,0.348,-0.09,
outlet_083cd34a,image_0003.jpg,5,0.2210,0,scored,0.337,-0.29,
outlet_083cd34a,image_0004.jpg,6,0.1445,0,scored,0.448,1.60,
outlet_083cd34a,image_0007.jpg,7,0.1416,0,scored,0.451,1.64,
outlet_083cd34a,image_0005.jpg,8,0.1399,0,scored,0.452,1.67,
outlet_083cd34a,image_0009.jpg,9,0.0049,0,scored,0.204,-2.53,
outlet_08e8ac70,image_0003.jpg,1,0.0079,0,scored,0.720,-1.41,
outlet_08e8ac70,image_0002.jpg,2,0.0066,0,scored,0.732,-1.07,
outlet_08e8ac70,image_0001.jpg,3,0.0050,0,scored,0.752,-0.52,
outlet_08e8ac70,image_0013.jpg,4,0.0038,0,scored,0.769,-0.04,
outlet_08e8ac70,image_0012.jpg,5,0.0037,0,scored,0.771,0.00,
outlet_08e8ac70,image_0011.jpg,6,0.0036,0,scored,0.772,0.04,
outlet_08e8ac70,image_0015.jpg,7,0.0036,0,scored,0.773,0.06,
outlet_08e8ac70,image_0010.jpg,8,0.0033,0,scored,0.777,0.18,
outlet_08e8ac70,image_0007.jpg,9,0.0031,0,scored,0.608,-4.55,
outlet_08e8ac70,image_0008.jpg,10,0.0025,0,scored,0.794,0.65,
outlet_08e8ac70,image_0005.jpg,11,0.0025,0,scored,0.795,0.67,
outlet_08e8ac70,image_0014.jpg,12,0.0024,0,scored,0.796,0.70,
outlet_08e8ac70,image_0009.jpg,13,0.0018,0,scored,0.812,1.17,
outlet_08e8ac70,image_0006.jpg,14,0.0003,0,scored,0.586,-5.17,
outlet_08e8ac70,image_0004.jpg,15,0.0000,0,scored,0.642,-3.60,
outlet_0a2befe6,image_0003.jpg,1,0.1932,0,scored,0.514,-2.89,
outlet_0a2befe6,image_0009.jpg,2,0.0601,0,scored,0.584,-1.59,
outlet_0a2befe6,image_0007.jpg,3,0.0452,0,scored,0.611,-1.09,
outlet_0a2befe6,image_0001.jpg,4,0.0280,0,scored,0.644,-0.49,
outlet_0a2befe6,image_0005.jpg,5,0.0264,0,scored,0.647,-0.43,
outlet_0a2befe6,image_0010.jpg,6,0.0189,0,scored,0.666,-0.07,
outlet_0a2befe6,image_0008.jpg,7,0.0178,0,scored,0.670,0.00,
outlet_0a2befe6,image_0013.jpg,8,0.0121,0,scored,0.692,0.41,
outlet_0a2befe6,image_0011.jpg,9,0.0103,0,scored,0.703,0.60,
outlet_0a2befe6,image_0002.jpg,10,0.0097,0,scored,0.707,0.67,
outlet_0a2befe6,image_0012.jpg,11,0.0091,0,scored,0.711,0.76,
outlet_0a2befe6,image_0006.jpg,12,0.0061,0,scored,0.738,1.26,
outlet_0a2befe6,image_0004.jpg,13,0.0037,0,scored,0.771,1.87,
outlet_0af952cd,image_0009.jpg,1,0.0112,0,scored,0.697,-1.65,
outlet_0af952cd,image_0011.jpg,2,0.0034,0,scored,0.777,-0.19,
outlet_0af952cd,image_0012.jpg,3,0.0032,0,scored,0.780,-0.13,
outlet_0af952cd,image_0005.jpg,4,0.0029,0,scored,0.785,-0.04,
outlet_0af952cd,image_0002.jpg,5,0.0027,0,scored,0.789,0.04,
outlet_0af952cd,image_0007.jpg,6,0.0027,0,scored,0.789,0.04,
outlet_0af952cd,image_0010.jpg,7,0.0018,0,scored,0.812,0.47,
outlet_0af952cd,image_0001.jpg,8,0.0011,0,scored,0.835,0.88,
outlet_0af952cd,image_0008.jpg,9,0.0010,0,scored,0.504,-5.21,
outlet_0af952cd,image_0006.jpg,10,0.0009,0,scored,0.846,1.07,
outlet_0af952cd,image_0004.jpg,11,0.0007,0,scored,0.855,1.24,
outlet_0af952cd,image_0003.jpg,12,0.0002,0,scored,0.646,-2.60,
outlet_0c0e85b4,image_0001.jpg,1,0.7904,1,scored,0.154,-13.45,"Median similarity to peers 0.15 vs folder median 0.74 (modified z = -13.4; absolute floor 0.27). Same scene type as peers ('closed shutter') but not the same place. No readable signage text, while peers show '১৪৯০ | সিম | ইন্টারনেট'. No geometric match to nearest peers (max 0 SIFT inliers)."
outlet_0c0e85b4,image_0008.jpg,2,0.0204,0,scored,0.662,-1.76,
outlet_0c0e85b4,image_0007.jpg,3,0.0083,0,scored,0.717,-0.50,
outlet_0c0e85b4,image_0003.jpg,4,0.0062,0,scored,0.738,-0.02,
outlet_0c0e85b4,image_0006.jpg,5,0.0061,0,scored,0.739,0.00,
outlet_0c0e85b4,image_0009.jpg,6,0.0056,0,scored,0.744,0.12,
outlet_0c0e85b4,image_0010.jpg,7,0.0055,0,scored,0.745,0.16,
outlet_0c0e85b4,image_0002.jpg,8,0.0044,0,scored,0.580,-3.66,
outlet_0c0e85b4,image_0004.jpg,9,0.0039,0,scored,0.768,0.67,
outlet_0c0e85b4,image_0011.jpg,10,0.0020,0,scored,0.806,1.56,
outlet_0c0e85b4,image_0005.jpg,11,0.0015,0,scored,0.822,1.92,
outlet_108e6eab,image_0018.jpg,1,0.0087,0,scored,0.714,-1.76,
outlet_108e6eab,image_0011.jpg,2,0.0054,0,scored,0.747,-1.05,
outlet_108e6eab,image_0021.jpg,3,0.0044,0,scored,0.760,-0.76,
outlet_108e6eab,image_0020.jpg,4,0.0041,0,scored,0.764,-0.67,
outlet_108e6eab,image_0005.jpg,5,0.0029,0,scored,0.785,-0.24,
outlet_108e6eab,image_0012.jpg,6,0.0025,0,scored,0.794,-0.04,
outlet_108e6eab,image_0009.jpg,7,0.0024,0,scored,0.796,0.00,
outlet_108e6eab,image_0008.jpg,8,0.0023,0,scored,0.799,0.07,
outlet_108e6eab,image_0002.jpg,9,0.0021,0,scored,0.802,0.14,
outlet_108e6eab,image_0013.jpg,10,0.0021,0,scored,0.804,0.18,
outlet_108e6eab,image_0004.jpg,11,0.0019,0,scored,0.810,0.31,
outlet_108e6eab,image_0001.jpg,12,0.0018,0,scored,0.811,0.33,
outlet_108e6eab,image_0003.jpg,13,0.0014,0,scored,0.824,0.60,
outlet_108e6eab,image_0010.jpg,14,0.0014,0,scored,0.826,0.65,
outlet_108e6eab,image_0015.jpg,15,0.0013,0,scored,0.830,0.74,
outlet_108e6eab,image_0014.jpg,16,0.0007,0,scored,0.856,1.28,
outlet_108e6eab,image_0007.jpg,17,0.0005,0,scored,0.868,1.54,
outlet_108e6eab,image_0019.jpg,18,0.0000,0,scored,0.263,-11.39,
outlet_108e6eab,image_0016.jpg,19,0.0000,0,scored,0.314,-10.32,
outlet_108e6eab,image_0017.jpg,20,0.0000,0,scored,0.593,-4.34,
outlet_108e6eab,image_0006.jpg,21,0.0000,0,scored,0.624,-3.68,
outlet_10c7ca00,image_0013.jpg,1,0.5001,1,scored,0.444,-5.96,Median similarity to peers 0.44 vs folder median 0.72 (modified z = -6.0; absolute floor 0.27). Scene reads as 'street scene' while 8/16 peers read as 'storefront'. Signage text 'PELOA | @UAD)' shares 0/2 tokens with outlet signage ('40 | OFFER | 40%'). No geometric match to nearest peers (max 10 SIFT inliers).
outlet_10c7ca00,image_0005.jpg,2,0.1523,0,scored,0.408,-6.75,
outlet_10c7ca00,image_0009.jpg,3,0.0348,0,scored,0.630,-1.90,
outlet_10c7ca00,image_0014.jpg,4,0.0204,0,scored,0.662,-1.19,
outlet_10c7ca00,image_0017.jpg,5,0.0175,0,scored,0.671,-1.00,
outlet_10c7ca00,image_0012.jpg,6,0.0102,0,scored,0.703,-0.28,
outlet_10c7ca00,image_0006.jpg,7,0.0101,0,scored,0.704,-0.27,
outlet_10c7ca00,image_0010.jpg,8,0.0093,0,scored,0.710,-0.15,
outlet_10c7ca00,image_0003.jpg,9,0.0084,0,scored,0.716,0.00,
outlet_10c7ca00,image_0016.jpg,10,0.0080,0,scored,0.720,0.07,
outlet_10c7ca00,image_0011.jpg,11,0.0067,0,scored,0.731,0.33,
outlet_10c7ca00,image_0008.jpg,12,0.0063,0,scored,0.736,0.42,
outlet_10c7ca00,image_0007.jpg,13,0.0057,0,scored,0.743,0.58,
outlet_10c7ca00,image_0001.jpg,14,0.0053,0,scored,0.747,0.67,
outlet_10c7ca00,image_0015.jpg,15,0.0047,0,scored,0.756,0.86,
outlet_10c7ca00,image_0004.jpg,16,0.0041,0,scored,0.765,1.06,
outlet_10c7ca00,image_0002.jpg,17,0.0031,0,scored,0.781,1.43,
outlet_11da187e,image_0002_1.jpg,1,0.1016,0,scored,0.502,-0.71,
outlet_11da187e,image_0003.jpg,2,0.0996,0,scored,0.505,-0.67,
outlet_11da187e,image_0001_1.jpg,3,0.0667,0,scored,0.571,0.00,
outlet_11da187e,image_0001.jpg,4,0.0470,0,scored,0.608,0.38,
outlet_11da187e,image_0002.jpg,5,0.0282,0,scored,0.643,0.74,
outlet_146ab59b,image_0008.jpg,1,0.3000,1,duplicate,nan,nan,Identical copy of image_0007.jpg (content hash match); duplicate submission adds no new evidence of a visit.
outlet_146ab59b,image_0009.jpg,2,0.3000,1,duplicate,nan,nan,Identical copy of image_0007.jpg (content hash match); duplicate submission adds no new evidence of a visit.
outlet_146ab59b,image_0010.jpg,3,0.3000,1,duplicate,nan,nan,Identical copy of image_0007.jpg (content hash match); duplicate submission adds no new evidence of a visit.
outlet_146ab59b,image_0021.jpg,4,0.0143,0,scored,0.683,-2.12,
outlet_146ab59b,image_0012.jpg,5,0.0142,0,scored,0.683,-2.11,
outlet_146ab59b,image_0016.jpg,6,0.0123,0,scored,0.692,-1.95,
outlet_146ab59b,image_0022.jpg,7,0.0083,0,scored,0.717,-1.50,
outlet_146ab59b,image_0014.jpg,8,0.0069,0,scored,0.729,-1.27,
outlet_146ab59b,image_0018.jpg,9,0.0049,0,scored,0.752,-0.85,
outlet_146ab59b,image_0019.jpg,10,0.0049,0,scored,0.753,-0.84,
outlet_146ab59b,image_0020.jpg,11,0.0036,0,scored,0.773,-0.48,
outlet_146ab59b,image_0013.jpg,12,0.0036,0,scored,0.773,-0.47,
outlet_146ab59b,image_0017.jpg,13,0.0035,0,scored,0.773,-0.47,
outlet_146ab59b,image_0007.jpg,14,0.0023,0,scored,0.799,0.00,
outlet_146ab59b,image_0024.jpg,15,0.0021,0,scored,0.804,0.09,
outlet_146ab59b,image_0026.jpg,16,0.0019,0,scored,0.809,0.17,
outlet_146ab59b,image_0003.jpg,17,0.0018,0,scored,0.812,0.24,
outlet_146ab59b,image_0004.jpg,18,0.0017,0,scored,0.815,0.29,
outlet_146ab59b,image_0011.jpg,19,0.0017,0,scored,0.816,0.30,
outlet_146ab59b,image_0023.jpg,20,0.0017,0,scored,0.816,0.31,
outlet_146ab59b,image_0001.jpg,21,0.0015,0,scored,0.821,0.41,
outlet_146ab59b,image_0006.jpg,22,0.0011,0,scored,0.836,0.67,
outlet_146ab59b,image_0005.jpg,23,0.0011,0,scored,0.836,0.68,
outlet_146ab59b,image_0002.jpg,24,0.0011,0,scored,0.838,0.71,
outlet_146ab59b,image_0015.jpg,25,0.0009,0,scored,0.849,0.90,
outlet_146ab59b,image_0025.jpg,26,0.0002,0,scored,0.578,-4.03,
outlet_16412021,image_0004.jpg,1,0.7129,1,scored,0.372,-3.18,Median similarity to peers 0.37 vs folder median 0.64 (modified z = -3.2; absolute floor 0.27). Scene reads as 'shop interior' while 2/4 peers read as 'storefront'. Signage text 'ফার্মে | করস' shares 0/2 tokens with outlet signage ('PRIVE | ফার্মেসী | ফার্মেসী'). No geometric match to nearest peers (max 7 SIFT inliers).
outlet_16412021,image_0005.jpg,2,0.0805,0,scored,0.541,-1.14,
outlet_16412021,image_0003.jpg,3,0.0319,0,scored,0.635,0.00,
outlet_16412021,image_0002.jpg,4,0.0214,0,scored,0.659,0.29,
outlet_16412021,image_0001.jpg,5,0.0124,0,scored,0.691,0.67,
outlet_176ee853,image_0014.jpg,1,0.3000,1,duplicate,nan,nan,Identical copy of image_0013.jpg (content hash match); duplicate submission adds no new evidence of a visit.
outlet_176ee853,image_0008.jpg,2,0.0235,0,scored,0.654,-0.86,
outlet_176ee853,image_0001.jpg,3,0.0096,0,scored,0.707,-0.13,
outlet_176ee853,image_0013.jpg,4,0.0085,0,scored,0.716,-0.02,
outlet_176ee853,image_0005.jpg,5,0.0083,0,scored,0.717,0.00,
outlet_176ee853,image_0002.jpg,6,0.0064,0,scored,0.735,0.24,
outlet_176ee853,image_0010.jpg,7,0.0059,0,scored,0.741,0.32,
outlet_176ee853,image_0003.jpg,8,0.0054,0,scored,0.746,0.40,
outlet_176ee853,image_0004.jpg,9,0.0040,0,scored,0.766,0.67,
outlet_176ee853,image_0012.jpg,10,0.0030,0,scored,0.783,0.91,
outlet_176ee853,image_0007.jpg,11,0.0020,0,scored,0.807,1.23,
outlet_176ee853,image_0009.jpg,12,0.0001,0,scored,0.385,-4.53,
outlet_176ee853,image_0006.jpg,13,0.0001,0,scored,0.460,-3.51,
outlet_176ee853,image_0011.jpg,14,0.0000,0,scored,0.333,-5.24,
outlet_1a444d86,image_0002_1.jpg,1,0.0192,0,scored,0.474,-7.37,
outlet_1a444d86,image_0020.jpg,2,0.0083,0,scored,0.717,-1.34,
outlet_1a444d86,image_0001.jpg,3,0.0077,0,scored,0.722,-1.20,
outlet_1a444d86,image_0004_1.jpg,4,0.0073,0,scored,0.255,-12.81,
outlet_1a444d86,image_0018.jpg,5,0.0069,0,scored,0.729,-1.02,
outlet_1a444d86,image_0003.jpg,6,0.0069,0,scored,0.730,-1.00,
outlet_1a444d86,image_0016.jpg,7,0.0048,0,scored,0.755,-0.39,
outlet_1a444d86,image_0019.jpg,8,0.0046,0,scored,0.757,-0.32,
outlet_1a444d86,image_0007.jpg,9,0.0038,0,scored,0.770,-0.02,
outlet_1a444d86,image_0004.jpg,10,0.0037,0,scored,0.770,0.00,
outlet_1a444d86,image_0003_1.jpg,11,0.0037,0,scored,0.359,-10.22,
outlet_1a444d86,image_0023.jpg,12,0.0036,0,scored,0.773,0.06,
outlet_1a444d86,image_0017.jpg,13,0.0033,0,scored,0.778,0.18,
outlet_1a444d86,image_0002.jpg,14,0.0033,0,scored,0.778,0.18,
outlet_1a444d86,image_0006.jpg,15,0.0032,0,scored,0.779,0.22,
outlet_1a444d86,image_0008.jpg,16,0.0029,0,scored,0.785,0.36,
outlet_1a444d86,image_0015.jpg,17,0.0026,0,scored,0.791,0.50,
outlet_1a444d86,image_0011.jpg,18,0.0026,0,scored,0.791,0.51,
outlet_1a444d86,image_0009.jpg,19,0.0025,0,scored,0.793,0.57,
outlet_1a444d86,image_0014.jpg,20,0.0024,0,scored,0.795,0.62,
outlet_1a444d86,image_0021.jpg,21,0.0023,0,scored,0.798,0.67,
outlet_1a444d86,image_0022.jpg,22,0.0023,0,scored,0.798,0.67,
outlet_1a444d86,image_0012.jpg,23,0.0020,0,scored,0.806,0.88,
outlet_1a444d86,image_0010.jpg,24,0.0019,0,scored,0.810,0.99,
outlet_1a444d86,image_0001_1.jpg,25,0.0007,0,scored,0.308,-11.50,
outlet_1a444d86,image_0005.jpg,26,0.0000,0,scored,0.597,-4.31,
outlet_1a444d86,image_0013.jpg,27,0.0000,0,scored,0.570,-4.99,
outlet_1a4910c8,image_0006.jpg,1,0.3000,1,duplicate,nan,nan,Identical copy of image_0005.jpg (content hash match); duplicate submission adds no new evidence of a visit.
outlet_1a4910c8,image_0029.jpg,2,0.3000,1,duplicate,nan,nan,Identical copy of image_0028.jpg (content hash match); duplicate submission adds no new evidence of a visit.
outlet_1a4910c8,image_0013.jpg,3,0.0001,0,scored,0.918,-0.85,
outlet_1a4910c8,image_0003.jpg,4,0.0001,0,scored,0.919,-0.83,
outlet_1a4910c8,image_0020.jpg,5,0.0001,0,scored,0.919,-0.80,
outlet_1a4910c8,image_0027.jpg,6,0.0001,0,scored,0.921,-0.73,
outlet_1a4910c8,image_0017.jpg,7,0.0000,0,scored,0.934,-0.11,
outlet_1a4910c8,image_0007.jpg,8,0.0000,0,scored,0.936,-0.03,
outlet_1a4910c8,image_0001.jpg,9,0.0000,0,scored,0.936,-0.02,
outlet_1a4910c8,image_0016.jpg,10,0.0000,0,scored,0.936,0.00,
outlet_1a4910c8,image_0023.jpg,11,0.0000,0,scored,0.938,0.06,
outlet_1a4910c8,image_0004.jpg,12,0.0000,0,scored,0.940,0.17,
outlet_1a4910c8,image_0015.jpg,13,0.0000,0,scored,0.940,0.19,
outlet_1a4910c8,image_0002.jpg,14,0.0000,0,scored,0.943,0.29,
outlet_1a4910c8,image_0025.jpg,15,0.0000,0,scored,0.943,0.30,
outlet_1a4910c8,image_0005.jpg,16,0.0000,0,scored,0.945,0.43,
outlet_1a4910c8,image_0021.jpg,17,0.0000,0,scored,0.946,0.45,
outlet_1a4910c8,image_0014.jpg,18,0.0000,0,scored,0.946,0.47,
outlet_1a4910c8,image_0026.jpg,19,0.0000,0,scored,0.947,0.50,
outlet_1a4910c8,image_0008.jpg,20,0.0000,0,scored,0.951,0.67,
outlet_1a4910c8,image_0009.jpg,21,0.0000,0,scored,0.953,0.80,
outlet_1a4910c8,image_0010.jpg,22,0.0000,0,scored,0.955,0.88,
outlet_1a4910c8,image_0018.jpg,23,0.0000,0,scored,0.958,1.00,
outlet_1a4910c8,image_0028.jpg,24,0.0000,0,scored,0.234,-32.94,
outlet_1a4910c8,image_0012.jpg,25,0.0000,0,scored,0.438,-23.35,
outlet_1a4910c8,image_0022.jpg,26,0.0000,0,scored,0.301,-29.80,
outlet_1a4910c8,image_0024.jpg,27,0.0000,0,scored,0.334,-28.24,
outlet_1a4910c8,image_0019.jpg,28,0.0000,0,scored,0.290,-30.31,
